step,epoch,batch_loss,running_mean,trailing_mean
3024,1,0.146729,0.151817,0.123944
3025,1,0.160936,0.15182,0.124878
3026,1,0.082987,0.151797,0.123924
3027,1,0.209895,0.151816,0.124958
3028,1,0.163572,0.15182,0.125552
3029,1,0.170721,0.151826,0.125915
3030,1,0.08746,0.151805,0.12554
3031,1,0.120365,0.151795,0.125518
3032,1,0.076281,0.15177,0.125073
3033,1,0.106681,0.151755,0.125175
3034,1,0.154533,0.151756,0.124953
3035,1,0.12483,0.151747,0.12487
3036,1,0.108123,0.151732,0.124948
3037,1,0.191857,0.151746,0.125866
3038,1,0.173688,0.151753,0.126018
3039,1,0.178038,0.151762,0.126527
3040,1,0.188657,0.151774,0.12654
3041,1,0.155265,0.151775,0.126169
3042,1,0.089543,0.151754,0.125534
3043,1,0.142742,0.151751,0.126192
3044,1,0.123274,0.151742,0.125762
3045,1,0.121418,0.151732,0.125648
3046,1,0.198161,0.151747,0.126401
3047,1,0.10015,0.15173,0.125779
3048,1,0.125152,0.151722,0.125555
3049,1,0.101609,0.151705,0.125411
3050,1,0.110676,0.151692,0.125194
3051,1,0.149863,0.151691,0.125237
3052,1,0.065458,0.151663,0.124883
3053,1,0.129132,0.151656,0.125245
3054,1,0.117271,0.151644,0.124308
3055,1,0.11207,0.151631,0.123933
3056,1,0.09211,0.151612,0.123895
3057,1,0.127916,0.151604,0.124657
3058,1,0.098069,0.151587,0.124471
3059,1,0.108325,0.151573,0.124585
3060,1,0.074563,0.151547,0.124585
3061,1,0.15816,0.151549,0.125149
3062,1,0.088378,0.151529,0.124432
3063,1,0.149353,0.151528,0.124968
3064,1,0.075712,0.151503,0.124835
3065,1,0.162339,0.151507,0.125356
3066,1,0.189088,0.151519,0.12568
3067,1,0.130476,0.151512,0.125244
3068,1,0.102311,0.151496,0.125949
3069,1,0.081318,0.151473,0.125779
3070,1,0.099834,0.151457,0.125514
3071,1,0.15474,0.151458,0.125293
3072,1,0.151048,0.151458,0.12586
3073,1,0.118891,0.151447,0.124837
3074,1,0.116427,0.151436,0.123483
3075,1,0.102444,0.15142,0.1235
3076,1,0.089254,0.151399,0.123302
3077,1,0.161625,0.151403,0.123737
3078,1,0.085892,0.151381,0.123669
3079,1,0.102297,0.151366,0.123303
3080,1,0.098954,0.151349,0.123406
3081,1,0.156669,0.15135,0.124216
3082,1,0.162064,0.151354,0.124669
3083,1,0.148116,0.151353,0.124114
3084,1,0.159459,0.151355,0.124562
3085,1,0.086127,0.151334,0.123633
3086,1,0.097173,0.151317,0.124084
3087,1,0.097685,0.151299,0.124066
3088,1,0.07656,0.151275,0.122926
3089,1,0.079916,0.151252,0.122991
3090,1,0.12843,0.151245,0.122876
3091,1,0.064453,0.151216,0.121734
3092,1,0.092613,0.151197,0.120752
3093,1,0.089293,0.151177,0.120199
3094,1,0.123957,0.151169,0.120876
3095,1,0.078508,0.151145,0.120327
3096,1,0.211411,0.151165,0.121389
3097,1,0.177867,0.151173,0.121962
3098,1,0.065528,0.151146,0.121558
3099,1,0.161181,0.151149,0.122087
3100,1,0.070833,0.151123,0.121464
3101,1,0.080302,0.1511,0.121409
3102,1,0.18942,0.151112,0.122742
3103,1,0.082914,0.151091,0.12199
3104,1,0.106289,0.151076,0.122247
3105,1,0.066994,0.151049,0.122117
3106,1,0.124923,0.151041,0.121481
3107,1,0.169429,0.151047,0.121779
3108,1,0.07469,0.151022,0.120523
3109,1,0.095734,0.151004,0.120665
3110,1,0.108348,0.15099,0.121227
3111,1,0.119382,0.15098,0.121758
3112,1,0.140456,0.150977,0.122088
3113,1,0.258379,0.151011,0.123283
3114,1,0.102721,0.150996,0.123184
3115,1,0.116168,0.150985,0.123138
3116,1,0.144824,0.150983,0.122754
3117,1,0.111307,0.15097,0.122516
3118,1,0.071687,0.150945,0.122165
3119,1,0.144585,0.150943,0.122515
3120,1,0.093018,0.150924,0.121995
3121,1,0.215004,0.150945,0.122855
3122,1,0.128609,0.150937,0.123283
3123,1,0.127609,0.15093,0.124073
3124,1,0.201809,0.150946,0.124624
3125,1,0.089168,0.150926,0.123906
3126,1,0.151314,0.150927,0.124589
3127,1,0.136082,0.150922,0.123851
3128,1,0.096917,0.150905,0.123185
3129,1,0.100396,0.150888,0.122481
3130,1,0.12915,0.150881,0.122898
3131,1,0.175009,0.150889,0.123445
3132,1,0.089778,0.15087,0.12358
3133,1,0.141059,0.150866,0.123923
3134,1,0.09413,0.150848,0.123319
3135,1,0.16188,0.150852,0.12369
3136,1,0.082408,0.15083,0.123433
3137,1,0.142276,0.150827,0.122937
3138,1,0.084392,0.150806,0.122044
3139,1,0.111747,0.150794,0.121381
3140,1,0.130857,0.150787,0.120803
3141,1,0.110366,0.150775,0.120354
3142,1,0.067497,0.150748,0.120134
3143,1,0.133196,0.150742,0.120038
3144,1,0.108658,0.150729,0.119892
3145,1,0.107857,0.150715,0.119756
3146,1,0.091739,0.150697,0.118692
3147,1,0.141853,0.150694,0.119109
3148,1,0.102514,0.150679,0.118883
3149,1,0.138002,0.150675,0.119247
3150,1,0.172928,0.150682,0.119869
3151,1,0.170776,0.150688,0.120078
3152,1,0.128239,0.150681,0.120706
3153,1,0.191935,0.150694,0.121334
3154,1,0.150486,0.150694,0.121666
3155,1,0.126868,0.150686,0.121814
3156,1,0.110628,0.150674,0.122
3157,1,0.166877,0.150679,0.122389
3158,1,0.096975,0.150662,0.122378
3159,1,0.134434,0.150657,0.122639
3160,1,0.118351,0.150646,0.123077
3161,1,0.166796,0.150651,0.123164
3162,1,0.105697,0.150637,0.123337
3163,1,0.071056,0.150612,0.122554
3164,1,0.12708,0.150605,0.123067
3165,1,0.139503,0.150601,0.122839
3166,1,0.11022,0.150588,0.12205
3167,1,0.135445,0.150584,0.1221
3168,1,0.078938,0.150561,0.121866
3169,1,0.14653,0.15056,0.122519
3170,1,0.069567,0.150534,0.122216
3171,1,0.168174,0.15054,0.12235
3172,1,0.13998,0.150536,0.12224
3173,1,0.106234,0.150522,0.122113
3174,1,0.127214,0.150515,0.122221
3175,1,0.117841,0.150505,0.122375
3176,1,0.121377,0.150496,0.122696
3177,1,0.082845,0.150474,0.121908
3178,1,0.088229,0.150455,0.121932
3179,1,0.20822,0.150473,0.122991
3180,1,0.092756,0.150455,0.122929
3181,1,0.108501,0.150442,0.122447
3182,1,0.162274,0.150445,0.122449
3183,1,0.166849,0.15045,0.122637
3184,1,0.224347,0.150474,0.123285
3185,1,0.160445,0.150477,0.124029
3186,1,0.077296,0.150454,0.12383
3187,1,0.134371,0.150449,0.124197
3188,1,0.06993,0.150424,0.12413
3189,1,0.11357,0.150412,0.124467
3190,1,0.192858,0.150425,0.125111
3191,1,0.075474,0.150402,0.125221
3192,1,0.151638,0.150402,0.125812
3193,1,0.111193,0.15039,0.126031
3194,1,0.078912,0.150368,0.12558
3195,1,0.105337,0.150353,0.125849
3196,1,0.15878,0.150356,0.125322
3197,1,0.083571,0.150335,0.124379
3198,1,0.074363,0.150311,0.124468
3199,1,0.163998,0.150316,0.124496
3200,1,0.089669,0.150297,0.124684
3201,1,0.079551,0.150275,0.124677
3202,1,0.085665,0.150254,0.123639
3203,1,0.108746,0.150242,0.123897
3204,1,0.120242,0.150232,0.124037
3205,1,0.128149,0.150225,0.124649
3206,1,0.144701,0.150224,0.124846
3207,1,0.088026,0.150204,0.124032
3208,1,0.075479,0.150181,0.12404
3209,1,0.104412,0.150167,0.124127
3210,1,0.136757,0.150162,0.124411
3211,1,0.100682,0.150147,0.124224
3212,1,0.138915,0.150144,0.124209
3213,1,0.176912,0.150152,0.123394
3214,1,0.130955,0.150146,0.123676
3215,1,0.073984,0.150122,0.123254
3216,1,0.082953,0.150101,0.122636
3217,1,0.137917,0.150098,0.122902
3218,1,0.170064,0.150104,0.123886
3219,1,0.156358,0.150106,0.124003
3220,1,0.169757,0.150112,0.124771
3221,1,0.144752,0.15011,0.124068
3222,1,0.131607,0.150104,0.124098
3223,1,0.13289,0.150099,0.124151
3224,1,0.254302,0.150131,0.124676
3225,1,0.132138,0.150126,0.125106
3226,1,0.142817,0.150123,0.125021
3227,1,0.13039,0.150117,0.124964
3228,1,0.112917,0.150106,0.125124
3229,1,0.116773,0.150096,0.125288
3230,1,0.120674,0.150086,0.125203
3231,1,0.115576,0.150076,0.124608
3232,1,0.149699,0.150076,0.125208
3233,1,0.099378,0.15006,0.124791
3234,1,0.162119,0.150064,0.125471
3235,1,0.083171,0.150043,0.124684
3236,1,0.156558,0.150045,0.125425
3237,1,0.091587,0.150027,0.124918
3238,1,0.086068,0.150007,0.124935
3239,1,0.16069,0.15001,0.125424
3240,1,0.154913,0.150012,0.125665
3241,1,0.081151,0.149991,0.125373
3242,1,0.083214,0.14997,0.12553
3243,1,0.091137,0.149952,0.125109
3244,1,0.123059,0.149944,0.125253
3245,1,0.112105,0.149932,0.125296
3246,1,0.269938,0.149969,0.127078
3247,1,0.195585,0.149983,0.127615
3248,1,0.126291,0.149976,0.127853
3249,1,0.148792,0.149975,0.127961
3250,1,0.109799,0.149963,0.12733
3251,1,0.151813,0.149964,0.12714
3252,1,0.226637,0.149987,0.128124
3253,1,0.074695,0.149964,0.126952
3254,1,0.079377,0.149942,0.12624
3255,1,0.047306,0.149911,0.125445
3256,1,0.169183,0.149917,0.12603
3257,1,0.207864,0.149935,0.12644
3258,1,0.135716,0.14993,0.126828
3259,1,0.128934,0.149924,0.126773
3260,1,0.117562,0.149914,0.126765
3261,1,0.11369,0.149903,0.126234
3262,1,0.125633,0.149895,0.126433
3263,1,0.116617,0.149885,0.126889
3264,1,0.121302,0.149876,0.126831
3265,1,0.163584,0.149881,0.127072
3266,1,0.126534,0.149873,0.127235
3267,1,0.085068,0.149854,0.126731
3268,1,0.192284,0.149867,0.127865
3269,1,0.128878,0.14986,0.127688
3270,1,0.055675,0.149831,0.127549
3271,1,0.089695,0.149813,0.126764
3272,1,0.136535,0.149809,0.12673
3273,1,0.12368,0.149801,0.126904
3274,1,0.196714,0.149815,0.127599
3275,1,0.136369,0.149811,0.127785
3276,1,0.087694,0.149792,0.127448
3277,1,0.124608,0.149784,0.127865
3278,1,0.113907,0.149773,0.128122
3279,1,0.068318,0.149749,0.126723
3280,1,0.110968,0.149737,0.126905
3281,1,0.174201,0.149744,0.127562
3282,1,0.120131,0.149735,0.127141
3283,1,0.074149,0.149712,0.126214
3284,1,0.150136,0.149712,0.125472
3285,1,0.038419,0.149678,0.124251
3286,1,0.18906,0.14969,0.125369
3287,1,0.12866,0.149684,0.125312
3288,1,0.064211,0.149658,0.125255
3289,1,0.072554,0.149635,0.124845
3290,1,0.068192,0.14961,0.123598
3291,1,0.053576,0.149581,0.123379
3292,1,0.153846,0.149582,0.123401
3293,1,0.083094,0.149562,0.12312
3294,1,0.079682,0.149541,0.123128
3295,1,0.124996,0.149533,0.123324
3296,1,0.164661,0.149538,0.123383
3297,1,0.097782,0.149522,0.123525
3298,1,0.118675,0.149513,0.123968
3299,1,0.11022,0.149501,0.123431
3300,1,0.251543,0.149532,0.125049
3301,1,0.177415,0.14954,0.126028
3302,1,0.094465,0.149523,0.126116
3303,1,0.127245,0.149517,0.126301
3304,1,0.087579,0.149498,0.125974
3305,1,0.11025,0.149486,0.125795
3306,1,0.119622,0.149477,0.125545
3307,1,0.117235,0.149467,0.125837
3308,1,0.166767,0.149473,0.12675
3309,1,0.107813,0.14946,0.126784
3310,1,0.164488,0.149464,0.127061
3311,1,0.061416,0.149438,0.126668
3312,1,0.129203,0.149432,0.126571
3313,1,0.052685,0.149403,0.125329
3314,1,0.101648,0.149388,0.125036
3315,1,0.133351,0.149383,0.125629
3316,1,0.123006,0.149375,0.12603
3317,1,0.071318,0.149352,0.125364
3318,1,0.100747,0.149337,0.124671
3319,1,0.105505,0.149324,0.124162
3320,1,0.104514,0.149311,0.12351
3321,1,0.114294,0.1493,0.123205
3322,1,0.138995,0.149297,0.123279
3323,1,0.185489,0.149308,0.123805
3324,1,0.137368,0.149304,0.122636
3325,1,0.091866,0.149287,0.122233
3326,1,0.153043,0.149288,0.122335
3327,1,0.148835,0.149288,0.12252
3328,1,0.100512,0.149273,0.122396
3329,1,0.101473,0.149259,0.122243
3330,1,0.138433,0.149256,0.12242
3331,1,0.094087,0.149239,0.122205
3332,1,0.096717,0.149223,0.121676
3333,1,0.078481,0.149202,0.121467
3334,1,0.079609,0.149181,0.120642
3335,1,0.168389,0.149187,0.121494
3336,1,0.120285,0.149178,0.121131
3337,1,0.131311,0.149173,0.121528
3338,1,0.107883,0.149161,0.121746
3339,1,0.050057,0.149131,0.12064
3340,1,0.085302,0.149112,0.119944
3341,1,0.128061,0.149105,0.120413
3342,1,0.082984,0.149086,0.120411
3343,1,0.24423,0.149114,0.121942
3344,1,0.211343,0.149133,0.122825
3345,1,0.09573,0.149117,0.122661
3346,1,0.102835,0.149103,0.12099
3347,1,0.120596,0.149094,0.12024
3348,1,0.182166,0.149104,0.120799
3349,1,0.176833,0.149113,0.121079
3350,1,0.105541,0.1491,0.121036
3351,1,0.150232,0.1491,0.121021
3352,1,0.141954,0.149098,0.120174
3353,1,0.125683,0.149091,0.120684
3354,1,0.143438,0.149089,0.121324
3355,1,0.129642,0.149083,0.122148
3356,1,0.106624,0.149071,0.121522
3357,1,0.133917,0.149066,0.120783
3358,1,0.099249,0.149051,0.120418
3359,1,0.120946,0.149043,0.120338
3360,1,0.106095,0.14903,0.120223
3361,1,0.096009,0.149014,0.120047
3362,1,0.118408,0.149005,0.119974
3363,1,0.169127,0.149011,0.120499
3364,1,0.161933,0.149015,0.120906
3365,1,0.087309,0.148997,0.120143
3366,1,0.188587,0.149009,0.120764
3367,1,0.141947,0.149006,0.121332
3368,1,0.098652,0.148991,0.120396
3369,1,0.169301,0.148998,0.1208
3370,1,0.192504,0.14901,0.122169
3371,1,0.094143,0.148994,0.122213
3372,1,0.095744,0.148978,0.121805
3373,1,0.100403,0.148964,0.121572
3374,1,0.070092,0.148941,0.120306
3375,1,0.101354,0.148926,0.119956
3376,1,0.126259,0.14892,0.120342
3377,1,0.111641,0.148909,0.120212
3378,1,0.099887,0.148894,0.120072
3379,1,0.145473,0.148893,0.120843
3380,1,0.192881,0.148906,0.121662
3381,1,0.076648,0.148885,0.120687
3382,1,0.058006,0.148858,0.120066
3383,1,0.115742,0.148848,0.120482
3384,1,0.073406,0.148826,0.119714
3385,1,0.077808,0.148805,0.120108
3386,1,0.154565,0.148807,0.119763
3387,1,0.16891,0.148813,0.120166
3388,1,0.051109,0.148784,0.120035
3389,1,0.170043,0.14879,0.12101
3390,1,0.073489,0.148768,0.121063
3391,1,0.092622,0.148751,0.121453
3392,1,0.188943,0.148763,0.121804
3393,1,0.054685,0.148735,0.12152
3394,1,0.144004,0.148734,0.122163
3395,1,0.093047,0.148718,0.121844
3396,1,0.181823,0.148727,0.122015
3397,1,0.105421,0.148715,0.122092
3398,1,0.091881,0.148698,0.121824
3399,1,0.072334,0.148675,0.121445
3400,1,0.193857,0.148689,0.120868
3401,1,0.082607,0.148669,0.11992
3402,1,0.148513,0.148669,0.12046
3403,1,0.164306,0.148674,0.120831
3404,1,0.1085,0.148662,0.12104
3405,1,0.115931,0.148652,0.121097
3406,1,0.107753,0.14864,0.120978
3407,1,0.099945,0.148626,0.120805
3408,1,0.174495,0.148634,0.120883
3409,1,0.131114,0.148629,0.121116
3410,1,0.174455,0.148636,0.121215
3411,1,0.157164,0.148639,0.122173
3412,1,0.177903,0.148647,0.12266
3413,1,0.128906,0.148641,0.123422
3414,1,0.127492,0.148635,0.12368
3415,1,0.175357,0.148643,0.124101
3416,1,0.127045,0.148637,0.124141
3417,1,0.050247,0.148608,0.12393
3418,1,0.119074,0.148599,0.124113
3419,1,0.135631,0.148595,0.124415
3420,1,0.14519,0.148594,0.124822
3421,1,0.096207,0.148579,0.124641
3422,1,0.064896,0.148555,0.1239
3423,1,0.097657,0.14854,0.123021
3424,1,0.113542,0.14853,0.122783
3425,1,0.108441,0.148518,0.122949
3426,1,0.149589,0.148518,0.122914
3427,1,0.107017,0.148506,0.122496
3428,1,0.115568,0.148496,0.122647
3429,1,0.145515,0.148496,0.123087
3430,1,0.196598,0.14851,0.123669
3431,1,0.122975,0.148502,0.123958
3432,1,0.093886,0.148486,0.123929
3433,1,0.153729,0.148488,0.124682
3434,1,0.18718,0.148499,0.125758
3435,1,0.096595,0.148484,0.12504
3436,1,0.126945,0.148478,0.125106
3437,1,0.078356,0.148457,0.124577
3438,1,0.120524,0.148449,0.124703
3439,1,0.108771,0.148438,0.12529
3440,1,0.165259,0.148443,0.12609
3441,1,0.174375,0.14845,0.126553
3442,1,0.167273,0.148456,0.127396
3443,1,0.084019,0.148437,0.125794
3444,1,0.141852,0.148435,0.125099
3445,1,0.058801,0.148409,0.124729
3446,1,0.143962,0.148408,0.125141
3447,1,0.116495,0.148398,0.1251
3448,1,0.087447,0.148381,0.124153
3449,1,0.14089,0.148378,0.123793
3450,1,0.102017,0.148365,0.123758
3451,1,0.068895,0.148342,0.122944
3452,1,0.091822,0.148326,0.122443
3453,1,0.146907,0.148325,0.122655
3454,1,0.201295,0.148341,0.123234
3455,1,0.130982,0.148336,0.123247
3456,1,0.065038,0.148311,0.122831
3457,1,0.16258,0.148316,0.123118
3458,1,0.263303,0.148349,0.124759
3459,1,0.089404,0.148332,0.124443
3460,1,0.179247,0.148341,0.125175
3461,1,0.124471,0.148334,0.125459
3462,1,0.164275,0.148338,0.125918
3463,1,0.142788,0.148337,0.125655
3464,1,0.077724,0.148316,0.124813
3465,1,0.140258,0.148314,0.125342
3466,1,0.17604,0.148322,0.125217
3467,1,0.201614,0.148337,0.125813
3468,1,0.12294,0.14833,0.126056
3469,1,0.059811,0.148305,0.124961
3470,1,0.077147,0.148284,0.123808
3471,1,0.193636,0.148297,0.124803
3472,1,0.233406,0.148322,0.126179
3473,1,0.142749,0.14832,0.126603
3474,1,0.13959,0.148318,0.127298
3475,1,0.128438,0.148312,0.127568
3476,1,0.106993,0.1483,0.127376
3477,1,0.186547,0.148311,0.128125
3478,1,0.184177,0.148321,0.128968
3479,1,0.113311,0.148311,0.128646
3480,1,0.092581,0.148295,0.127643
3481,1,0.196869,0.148309,0.128845
3482,1,0.224083,0.148331,0.130506
3483,1,0.092652,0.148315,0.130275
3484,1,0.076827,0.148294,0.130309
3485,1,0.090649,0.148278,0.130438
3486,1,0.09636,0.148263,0.129856
3487,1,0.226946,0.148286,0.130436
3488,1,0.035908,0.148253,0.130284
3489,1,0.137635,0.14825,0.12996
3490,1,0.093949,0.148235,0.130165
3491,1,0.093591,0.148219,0.130174
3492,1,0.062622,0.148195,0.128911
3493,1,0.144916,0.148194,0.129813
3494,1,0.109416,0.148183,0.129468
3495,1,0.192789,0.148195,0.130465
3496,1,0.146728,0.148195,0.130114
3497,1,0.067497,0.148172,0.129735
3498,1,0.124995,0.148165,0.130066
3499,1,0.12351,0.148158,0.130578
3500,1,0.166873,0.148163,0.130308
3501,1,0.104007,0.148151,0.130522
3502,1,0.17349,0.148158,0.130772
3503,1,0.102699,0.148145,0.130156
3504,1,0.071628,0.148123,0.129787
3505,1,0.140543,0.148121,0.130033
3506,1,0.091048,0.148105,0.129866
3507,1,0.11088,0.148094,0.129975
3508,1,0.135444,0.148091,0.129585
3509,1,0.131164,0.148086,0.129585
3510,1,0.110812,0.148075,0.128949
3511,1,0.147348,0.148075,0.128851
3512,1,0.120805,0.148067,0.12828
3513,1,0.149137,0.148068,0.128482
3514,1,0.098462,0.148053,0.128192
3515,1,0.054933,0.148027,0.126987
3516,1,0.090173,0.14801,0.126619
3517,1,0.145854,0.14801,0.127575
3518,1,0.130926,0.148005,0.127693
3519,1,0.090674,0.147989,0.127244
3520,1,0.116226,0.14798,0.126954
3521,1,0.119413,0.147972,0.127186
3522,1,0.141316,0.14797,0.12795
3523,1,0.187938,0.147981,0.128853
3524,1,0.090245,0.147965,0.12862
3525,1,0.119625,0.147957,0.128732
3526,1,0.134673,0.147953,0.128583
3527,1,0.09912,0.147939,0.128504
3528,1,0.068413,0.147916,0.128032
3529,1,0.103273,0.147904,0.12761
3530,1,0.122567,0.147897,0.12687
3531,1,0.093689,0.147881,0.126577
3532,1,0.134349,0.147877,0.126981
3533,1,0.107759,0.147866,0.126522
3534,1,0.142471,0.147865,0.126075
3535,1,0.09892,0.147851,0.126098
3536,1,0.126778,0.147845,0.126096
3537,1,0.084993,0.147827,0.126163
3538,1,0.190536,0.147839,0.126863
3539,1,0.07417,0.147818,0.126517
3540,1,0.085873,0.147801,0.125723
3541,1,0.131061,0.147796,0.12529
3542,1,0.071796,0.147775,0.124335
3543,1,0.145508,0.147774,0.12495
3544,1,0.126852,0.147768,0.1248
3545,1,0.15618,0.14777,0.125774
3546,1,0.116261,0.147761,0.125497
3547,1,0.116563,0.147753,0.125497
3548,1,0.098859,0.147739,0.125611
3549,1,0.112818,0.147729,0.125331
3550,1,0.080785,0.14771,0.125118
3551,1,0.11184,0.1477,0.125548
3552,1,0.19079,0.147712,0.126538
3553,1,0.128356,0.147707,0.126352
3554,1,0.130013,0.147702,0.125639
3555,1,0.149036,0.147702,0.12582
3556,1,0.105179,0.14769,0.126221
3557,1,0.16068,0.147694,0.126202
3558,1,0.071968,0.147673,0.124289
3559,1,0.081575,0.147654,0.124211
3560,1,0.110883,0.147644,0.123527
3561,1,0.169807,0.14765,0.12398
3562,1,0.165279,0.147655,0.12399
3563,1,0.086385,0.147638,0.123426
3564,1,0.090591,0.147622,0.123555
3565,1,0.077553,0.147602,0.122928
3566,1,0.172082,0.147609,0.122888
3567,1,0.161776,0.147613,0.12249
3568,1,0.148154,0.147613,0.122742
3569,1,0.10147,0.1476,0.123159
3570,1,0.119287,0.147592,0.12358
3571,1,0.191109,0.147604,0.123555
3572,1,0.084101,0.147587,0.122062
3573,1,0.165389,0.147592,0.122288
3574,1,0.173254,0.147599,0.122625
3575,1,0.07734,0.147579,0.122114
3576,1,0.158926,0.147582,0.122633
3577,1,0.122223,0.147575,0.12199
3578,1,0.10634,0.147564,0.121211
3579,1,0.135522,0.14756,0.121434
3580,1,0.055579,0.147535,0.121064
3581,1,0.075104,0.147514,0.119846
3582,1,0.117946,0.147506,0.118785
3583,1,0.187811,0.147517,0.119736
3584,1,0.218161,0.147537,0.121149
3585,1,0.223852,0.147558,0.122482
3586,1,0.113894,0.147549,0.122657
3587,1,0.123005,0.147542,0.121617
3588,1,0.16196,0.147546,0.122878
3589,1,0.127183,0.14754,0.122773
3590,1,0.242313,0.147567,0.124257
3591,1,0.131612,0.147562,0.124637
3592,1,0.176587,0.14757,0.125777
3593,1,0.076682,0.147551,0.125095
3594,1,0.138026,0.147548,0.125381
3595,1,0.171098,0.147555,0.125164
3596,1,0.060176,0.14753,0.124298
3597,1,0.116358,0.147522,0.124787
3598,1,0.146753,0.147521,0.125004
3599,1,0.124643,0.147515,0.125016
3600,1,0.11757,0.147507,0.124523
3601,1,0.112617,0.147497,0.124609
3602,1,0.116429,0.147488,0.124038
3603,1,0.111245,0.147478,0.124124
3604,1,0.135134,0.147475,0.124759
3605,1,0.193655,0.147488,0.12529
3606,1,0.09869,0.147474,0.125366
3607,1,0.121541,0.147467,0.125473
3608,1,0.20803,0.147484,0.126199
3609,1,0.079516,0.147465,0.125682
3610,1,0.094528,0.14745,0.125519
3611,1,0.05932,0.147426,0.124639
3612,1,0.173463,0.147433,0.125166
3613,1,0.13581,0.14743,0.125033
3614,1,0.189094,0.147441,0.125939
3615,1,0.08801,0.147425,0.12627
3616,1,0.125732,0.147419,0.126625
3617,1,0.093841,0.147404,0.126105
3618,1,0.109766,0.147394,0.125893
3619,1,0.075707,0.147374,0.125744
3620,1,0.126768,0.147368,0.125849
3621,1,0.090041,0.147352,0.125555
3622,1,0.121038,0.147345,0.125353
3623,1,0.145444,0.147345,0.124928
3624,1,0.074856,0.147325,0.124774
3625,1,0.135348,0.147321,0.124931
3626,1,0.093165,0.147306,0.124516
3627,1,0.223633,0.147328,0.125761
3628,1,0.076965,0.147308,0.125847
3629,1,0.136113,0.147305,0.126175
3630,1,0.136105,0.147302,0.12631
3631,1,0.132036,0.147298,0.126694
3632,1,0.187441,0.147309,0.127225
3633,1,0.06587,0.147286,0.126806
3634,1,0.120666,0.147279,0.126588
3635,1,0.096904,0.147265,0.126568
3636,1,0.154272,0.147267,0.126843
3637,1,0.125208,0.147261,0.127245
3638,1,0.143941,0.14726,0.126779
3639,1,0.152734,0.147262,0.127565
3640,1,0.06416,0.147239,0.127347
3641,1,0.094026,0.147224,0.126977
3642,1,0.091695,0.147209,0.127176
3643,1,0.189387,0.147221,0.127615
3644,1,0.136128,0.147217,0.127708
3645,1,0.160702,0.147221,0.127753
3646,1,0.175197,0.147229,0.128342
3647,1,0.122149,0.147222,0.128398
3648,1,0.189064,0.147233,0.1293
3649,1,0.124372,0.147227,0.129416
3650,1,0.081743,0.147209,0.129425
3651,1,0.072327,0.147189,0.12903
3652,1,0.080159,0.14717,0.127924
3653,1,0.17886,0.147179,0.128429
3654,1,0.14246,0.147178,0.128553
3655,1,0.14634,0.147178,0.128526
3656,1,0.090097,0.147162,0.128375
3657,1,0.088507,0.147146,0.127654
3658,1,0.190616,0.147158,0.12884
3659,1,0.182996,0.147168,0.129854
3660,1,0.075594,0.147148,0.129502
3661,1,0.12831,0.147143,0.129087
3662,1,0.063422,0.14712,0.128068
3663,1,0.159336,0.147123,0.128798
3664,1,0.09382,0.147109,0.12883
3665,1,0.220997,0.147129,0.130264
3666,1,0.145659,0.147129,0.13
3667,1,0.089146,0.147113,0.129274
3668,1,0.149432,0.147113,0.129287
3669,1,0.134272,0.14711,0.129615
3670,1,0.142674,0.147109,0.129848
3671,1,0.105052,0.147097,0.128988
3672,1,0.100028,0.147084,0.129147
3673,1,0.158122,0.147087,0.129074
3674,1,0.077325,0.147068,0.128115
3675,1,0.142523,0.147067,0.128767
3676,1,0.161414,0.147071,0.128792
3677,1,0.114692,0.147062,0.128717
3678,1,0.141939,0.147061,0.129073
3679,1,0.073868,0.147041,0.128456
3680,1,0.111926,0.147031,0.129019
3681,1,0.228845,0.147054,0.130557
3682,1,0.151657,0.147055,0.130894
3683,1,0.113898,0.147046,0.130155
3684,1,0.135548,0.147043,0.129329
3685,1,0.190475,0.147055,0.128995
3686,1,0.223852,0.147075,0.130095
3687,1,0.077918,0.147057,0.129644
3688,1,0.072433,0.147036,0.128748
3689,1,0.063827,0.147014,0.128115
3690,1,0.130706,0.147009,0.126999
3691,1,0.158879,0.147013,0.127271
3692,1,0.142603,0.147011,0.126932
3693,1,0.061942,0.146988,0.126784
3694,1,0.07633,0.146969,0.126167
3695,1,0.112647,0.14696,0.125583
3696,1,0.147154,0.14696,0.126452
3697,1,0.099601,0.146947,0.126285
3698,1,0.165607,0.146952,0.126473
3699,1,0.10241,0.14694,0.126251
3700,1,0.120779,0.146933,0.126283
3701,1,0.110651,0.146923,0.126264
3702,1,0.189487,0.146935,0.126994
3703,1,0.175771,0.146943,0.127639
3704,1,0.097095,0.146929,0.127259
3705,1,0.073359,0.146909,0.126056
3706,1,0.086836,0.146893,0.125938
3707,1,0.139776,0.146891,0.12612
3708,1,0.126252,0.146886,0.125302
3709,1,0.087474,0.14687,0.125382
3710,1,0.050101,0.146844,0.124937
3711,1,0.09274,0.146829,0.125272
3712,1,0.061733,0.146806,0.124154
3713,1,0.129816,0.146801,0.124094
3714,1,0.098224,0.146788,0.123186
3715,1,0.152972,0.14679,0.123835
3716,1,0.180701,0.146799,0.124385
3717,1,0.081758,0.146782,0.124264
3718,1,0.138198,0.146779,0.124548
3719,1,0.154785,0.146782,0.125339
3720,1,0.187362,0.146792,0.125945
3721,1,0.096119,0.146779,0.126006
